BOROUGH,NEIGHBORHOOD,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,SALE_PRICE
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1905,400000
4,SUNNYSIDE,3,0,3,2317,2090,1930,400000
4,ST. ALBANS,1,0,1,2200,1360,1940,400000
4,OZONE PARK,1,0,1,2002,992,1925,400000
5,GREAT KILLS,1,0,1,1536,1440,1985,400000
1,UPPER WEST SIDE (96-116),0,0,0,-,-,1930,400000
4,SPRINGFIELD GARDENS,1,0,1,3500,992,1920,400000
4,WOODHAVEN,2,0,2,3042,1768,1940,400000
5,GREAT KILLS,2,0,2,3400,1700,1955,400000
1,HARLEM-CENTRAL,1,0,1,-,-,-,399516
2,BRONXDALE,1,0,1,2400,1810,1945,399000
5,DONGAN HILLS-OLD TOWN,1,0,1,2070,1080,1986,399000
5,ROSSVILLE,1,0,1,-,-,1983,399000
4,REGO PARK,0,0,0,-,-,1952,397539
4,ROSEDALE,1,0,1,1470,1520,1996,396700
3,EAST NEW YORK,1,0,1,1608,1106,1988,395200
4,SUNNYSIDE,0,0,0,-,-,1930,395000
5,ELTINGVILLE,1,0,1,1080,1024,1991,395000
4,FOREST HILLS,0,0,0,-,-,1964,395000
4,FAR ROCKAWAY,2,0,2,1394,1470,1999,395000
4,FOREST HILLS,0,0,0,-,-,1965,395000
2,WILLIAMSBRIDGE,2,0,2,2856,1328,1920,395000
1,GRAMERCY,0,0,0,-,-,1931,393000
5,NEW SPRINGVILLE,1,0,1,-,-,1987,393000
4,JACKSON HEIGHTS,0,0,0,-,-,1955,393000
5,SOUTH BEACH,1,0,1,1372,1492,2001,393000
4,SPRINGFIELD GARDENS,1,0,1,2324,1468,1930,392000
2,WAKEFIELD,1,0,1,2198,1286,1925,392000
4,SOUTH OZONE PARK,1,0,1,2000,1088,1930,392000
4,SUNNYSIDE,1,0,1,-,-,-,391700
4,FLUSHING-NORTH,1,0,1,-,-,2013,390390
3,CANARSIE,2,0,2,3660,2048,1920,390390
4,SO. JAMAICA-BAISLEY PARK,1,0,1,1358,703,1920,390000
5,GREAT KILLS,1,0,1,2375,1240,1997,390000
5,MARINERS HARBOR,1,0,1,5310,1200,1950,390000
4,ROSEDALE,1,0,1,-,-,-,390000
1,UPPER WEST SIDE (59-79),0,0,0,-,-,1930,390000
4,SOUTH JAMAICA,1,0,1,2000,1056,1925,390000
4,FLUSHING-NORTH,0,0,0,-,-,1924,390000
5,ROSEBANK,1,0,1,1300,1144,1985,390000
4,SOUTH OZONE PARK,1,0,1,2100,812,1920,390000
2,WILLIAMSBRIDGE,1,0,1,1800,1534,1945,390000
4,WOODHAVEN,2,0,2,2396,2100,1910,390000
3,GRAVESEND,1,0,1,-,-,1956,389376
4,JACKSON HEIGHTS,0,0,0,-,-,1953,388000
1,HARLEM-CENTRAL,0,0,0,-,-,1920,387000
1,UPPER WEST SIDE (59-79),0,0,0,-,-,1930,387000
5,CONCORD,2,0,2,2500,1698,1915,386000
2,BRONXDALE,1,0,1,2400,1800,1915,385000
4,REGO PARK,0,0,0,-,-,1952,385000
4,JAMAICA,2,0,2,1942,1272,1935,385000
3,BAY RIDGE,1,0,1,-,-,1992,385000
4,JACKSON HEIGHTS,0,0,0,-,-,1955,385000
4,ST. ALBANS,1,0,1,2175,1394,1940,385000
3,FLATBUSH-CENTRAL,0,0,0,-,-,1941,384089
3,OCEAN PARKWAY-NORTH,0,0,0,-,-,1961,384000
3,CYPRESS HILLS,2,0,2,2375,1719,1910,383840
3,PARK SLOPE,0,0,0,-,-,1931,382000
3,PARK SLOPE,0,0,0,-,-,1931,382000
1,CLINTON,0,0,0,-,-,1929,381565
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1922,380000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,2454,956,1945,380000
4,JAMAICA,1,0,1,1575,1170,1915,380000
4,RICHMOND HILL,1,0,1,1840,1268,1920,380000
3,BOROUGH PARK,3,0,3,2003,3720,1980,380000
4,SOUTH OZONE PARK,1,0,1,4000,1376,1925,380000
2,MORRISANIA/LONGWOOD,3,0,3,1769,2652,2004,380000
4,SO. JAMAICA-BAISLEY PARK,2,0,2,2800,1528,1925,380000
3,FLATBUSH-EAST,3,0,3,2000,2900,1901,380000
4,HOLLIS,1,0,1,4000,1104,1930,380000
4,FOREST HILLS,0,0,0,-,-,1941,380000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1963,380000
4,ST. ALBANS,1,0,1,4000,1792,1920,380000
1,HARLEM-CENTRAL,0,0,0,-,-,2000,379000
4,JAMAICA,1,0,1,-,-,-,378000
5,BULLS HEAD,1,0,1,-,-,1998,377500
2,SOUNDVIEW,1,0,1,4015,2225,1935,377000
5,WEST NEW BRIGHTON,1,0,1,3250,1640,1932,375000
4,ELMHURST,0,0,0,-,-,1964,375000
3,CONEY ISLAND,0,0,0,-,-,1964,375000
2,BRONXDALE,0,0,0,5000,-,-,375000
2,BRONXDALE,2,0,2,1748,2650,1950,375000
4,EAST ELMHURST,1,0,1,2000,1294,1920,375000
2,WILLIAMSBRIDGE,1,0,1,1424,1347,1905,375000
1,HARLEM-CENTRAL,0,0,0,-,-,1900,375000
4,REGO PARK,0,0,0,-,-,1962,375000
4,REGO PARK,1,0,1,-,-,1952,375000
4,SOUTH JAMAICA,1,0,1,1400,784,1925,375000
4,REGO PARK,1,0,1,-,-,1959,375000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,2000,868,1915,375000
4,OZONE PARK,1,0,1,2375,1719,1920,375000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1962,374500
3,FLATBUSH-EAST,1,0,1,2000,1488,1925,373000
2,CASTLE HILL/UNIONPORT,1,0,1,1980,1594,1965,373000
4,ASTORIA,0,0,0,-,-,1971,371000
2,WILLIAMSBRIDGE,2,0,2,3325,1482,1899,370800
2,SOUNDVIEW,2,0,2,1088,1340,1945,370000
2,WAKEFIELD,1,0,1,2375,1338,1935,370000
4,SUNNYSIDE,0,0,0,-,-,1943,370000
4,JACKSON HEIGHTS,0,0,0,-,-,1930,370000
4,BAYSIDE,0,0,0,-,-,1969,370000
2,RIVERDALE,0,0,0,-,-,1952,370000
1,WASHINGTON HEIGHTS LOWER,0,0,0,-,-,1905,370000
3,CANARSIE,2,0,2,4950,842,1940,370000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1963,370000
3,CONEY ISLAND,0,0,0,-,-,1964,370000
3,GRAVESEND,2,0,2,1800,1152,1930,370000
3,FLATBUSH-CENTRAL,0,0,0,-,-,1940,370000
4,ARVERNE,1,0,1,2469,1476,2005,369046
5,BULLS HEAD,1,0,1,2000,936,1975,369000
4,SPRINGFIELD GARDENS,1,0,1,2910,1200,1925,368000
2,MOUNT HOPE/MOUNT EDEN,1,0,1,1382,1606,1899,368000
4,FLUSHING-NORTH,0,0,0,-,-,1957,368000
4,WOODHAVEN,1,0,1,1868,1260,1920,367000
4,ST. ALBANS,1,0,1,3325,1186,1940,366561
1,MIDTOWN WEST,0,0,0,-,-,1962,365000
2,THROGS NECK,1,0,1,2500,1358,1940,365000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1910,365000
2,SOUNDVIEW,1,0,1,-,-,1989,365000
4,WOODSIDE,0,0,0,-,-,1951,365000
4,FOREST HILLS,0,0,0,-,-,1964,365000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,2000,896,1920,363388
5,MARINERS HARBOR,1,0,1,1708,1150,2001,363167
5,MIDLAND BEACH,1,0,1,2325,1200,2005,362000
4,OZONE PARK,1,0,1,3623,1720,1910,360000
5,TRAVIS,1,0,1,2291,1192,1989,360000
2,BAYCHESTER,1,0,1,1723,1116,1955,360000
1,MIDTOWN EAST,0,0,0,-,-,1929,360000
5,TRAVIS,1,0,1,1372,1480,1990,360000
3,SHEEPSHEAD BAY,2,0,2,2000,2265,1955,360000
3,FLATBUSH-EAST,1,0,1,2500,909,1940,360000
3,OCEAN PARKWAY-SOUTH,1,0,1,4000,6367,2012,360000
5,NEW SPRINGVILLE,1,0,1,-,-,1981,359000
1,HARLEM-UPPER,1,0,1,-,-,1912,357225
4,FLUSHING-NORTH,0,0,0,-,-,1960,357000
5,MARINERS HARBOR,2,0,2,2940,1332,1920,357000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1925,356475
3,CARROLL GARDENS,0,0,0,-,-,1900,356250
2,BRONXDALE,2,0,2,2000,1560,1945,356000
4,FOREST HILLS,0,0,0,-,-,1950,355000
4,FOREST HILLS,0,0,0,-,-,1956,355000
2,RIVERDALE,0,0,0,-,-,1954,355000
4,FLUSHING-NORTH,1,0,1,-,-,2014,354900
4,FLUSHING-NORTH,0,0,0,-,-,1954,353000
4,HOWARD BEACH,1,0,1,2400,2200,1930,353000
3,COBBLE HILL,0,0,1,-,-,1957,351296
4,OZONE PARK,1,0,1,2000,1600,1935,350000
4,GLEN OAKS,0,0,0,-,-,1972,350000
4,CORONA,4,0,4,3000,1966,1930,350000
5,WEST NEW BRIGHTON,1,0,1,3869,1440,1901,350000
4,QUEENS VILLAGE,1,0,1,3500,1392,1925,350000
4,SOUTH OZONE PARK,2,0,2,2442,1312,1935,350000
5,ROSSVILLE,1,0,1,1620,1292,1986,350000
4,BAYSIDE,1,0,1,4000,1356,1945,350000
4,SOUTH OZONE PARK,1,0,1,2000,910,1920,350000
5,GREAT KILLS,2,0,2,2706,1630,1984,350000
4,OZONE PARK,0,1,1,10075,1235,1960,350000
5,DONGAN HILLS,0,0,0,10650,-,1950,350000
2,THROGS NECK,2,1,3,2575,2611,1932,350000
3,WILLIAMSBURG-SOUTH,0,0,0,-,-,1911,350000
4,ROSEDALE,1,0,1,1852,1296,2004,350000
5,MIDLAND BEACH,1,0,1,1800,-,1931,350000
4,FLUSHING-SOUTH,1,0,1,-,-,1950,350000
4,BAYSIDE,0,0,0,-,-,1961,350000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1910,350000
4,ST. ALBANS,1,0,1,2200,1496,1935,350000
3,GRAVESEND,0,0,0,1933,-,1960,350000
2,EAST TREMONT,3,0,3,2372,3013,1997,350000
5,CONCORD-FOX HILLS,1,0,1,1208,700,1995,350000
3,SHEEPSHEAD BAY,1,0,1,-,-,-,350000
4,KEW GARDENS,1,0,1,2616,1372,1920,348700
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1910,348290
5,CONCORD-FOX HILLS,1,0,1,1600,780,1995,347500
5,NEW SPRINGVILLE,1,0,1,-,-,1978,347500
2,WILLIAMSBRIDGE,2,0,2,1465,2148,1910,345000
4,FOREST HILLS,0,0,0,-,-,1938,345000
2,WAKEFIELD,1,0,1,2185,1536,1950,345000
1,FASHION,0,0,0,-,-,1930,345000
3,SHEEPSHEAD BAY,1,0,1,-,-,-,344760
4,JACKSON HEIGHTS,10,0,10,4000,11660,1914,344658
5,ARDEN HEIGHTS,1,0,1,1761,1240,1987,342500
4,RICHMOND HILL,2,0,2,2018,1155,1925,342000
3,EAST NEW YORK,3,0,3,2000,2940,2005,342000
5,SUNNYSIDE,1,0,1,4000,1128,1935,341000
2,COUNTRY CLUB,1,0,1,2500,738,1920,340000
2,RIVERDALE,0,0,0,-,-,1962,340000
1,MIDTOWN WEST,0,0,0,-,-,1980,340000
3,FLATBUSH-EAST,0,0,0,-,-,1950,340000
2,WESTCHESTER,2,0,2,2068,3346,1901,340000
2,WAKEFIELD,3,0,3,2152,3476,1920,340000
1,HARLEM-WEST,0,0,0,-,-,1905,340000
3,EAST NEW YORK,1,0,1,-,-,-,339275
4,ELMHURST,0,0,0,-,-,1960,338000
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1951,338000
2,BAYCHESTER,1,0,1,4755,1487,1959,337400
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1942,336000
3,CANARSIE,2,0,2,2371,2094,1950,336000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1960,336000
2,PARKCHESTER,1,0,1,2250,1673,1910,335381
5,CLOVE LAKES,1,0,1,2415,1212,1960,335088
5,WEST NEW BRIGHTON,1,0,1,2544,1120,1950,335000
5,NEW BRIGHTON,1,0,1,13150,2808,1899,335000
4,MIDDLE VILLAGE,1,0,1,-,-,1978,335000
3,OCEAN PARKWAY-NORTH,0,0,0,-,-,1962,335000
5,WILLOWBROOK,1,0,1,-,-,1980,335000
3,BOROUGH PARK,1,0,1,-,-,1910,334620
4,FLUSHING-NORTH,0,0,0,-,-,1963,333000
5,ROSSVILLE,1,0,1,-,-,1981,333000
5,BULLS HEAD,1,0,1,-,-,1980,330000
3,OLD MILL BASIN,2,0,2,2000,1440,1925,330000
5,PORT IVORY,1,0,1,3150,1260,2001,330000
1,MIDTOWN EAST,0,0,0,-,-,1930,330000
3,CANARSIE,2,0,2,2373,1368,1920,330000
2,EAST TREMONT,1,0,1,1867,1352,1901,330000
4,WOODSIDE,1,0,1,-,-,2008,330000
5,GREAT KILLS,1,0,1,3276,944,1991,330000
2,BRONXDALE,2,0,2,2375,2068,1915,330000
5,NEW BRIGHTON,2,0,2,2700,1488,1910,329550
4,SUNNYSIDE,0,0,0,-,-,1943,329444
4,LITTLE NECK,0,0,0,-,-,1962,329000
4,ASTORIA,0,0,0,-,-,1950,328702
4,ELMHURST,0,0,0,-,-,1939,328000
5,NEW DORP-BEACH,1,0,1,1739,1080,1980,327500
3,PROSPECT HEIGHTS,0,0,0,-,-,1923,325000
4,WOODSIDE,0,0,0,-,-,1962,325000
2,PELHAM GARDENS,1,0,1,1696,1048,1940,325000
3,FLATBUSH-EAST,1,1,2,2800,2710,1930,325000
4,OZONE PARK,0,0,0,3624,-,-,325000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1910,325000
4,BAYSIDE,0,0,0,-,-,1961,325000
2,WILLIAMSBRIDGE,2,0,2,2650,1552,1920,325000
4,BAYSIDE,0,0,0,-,-,1969,325000
3,CYPRESS HILLS,1,1,2,660,1320,1901,325000
2,THROGS NECK,1,0,1,2500,1240,1915,325000
4,LONG ISLAND CITY,0,0,0,2521,-,-,325000
1,UPPER WEST SIDE (96-116),0,0,0,-,-,1911,325000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1910,325000
2,KINGSBRIDGE HTS/UNIV HTS,0,0,0,-,-,1950,325000
4,FOREST HILLS,3,0,3,1638,2394,1970,325000
5,TOTTENVILLE,1,0,1,943,1080,1988,325000
3,BAY RIDGE,0,0,0,5675,-,-,324750
4,FOREST HILLS,0,0,0,-,-,1964,324000
5,GREAT KILLS,1,0,1,960,576,1986,322500
1,UPPER EAST SIDE (59-79),1,0,1,-,-,1959,321801
5,STAPLETON,1,0,1,3600,408,1920,321300
5,MIDLAND BEACH,1,0,1,2960,630,1945,321280
4,LAURELTON,1,0,1,3700,920,1945,320000
3,EAST NEW YORK,4,0,4,2800,3360,1930,320000
5,BULLS HEAD,1,0,1,-,-,1990,320000
3,CROWN HEIGHTS,0,0,0,-,-,1928,320000
5,GREAT KILLS,1,0,1,700,978,1985,320000
4,SOUTH JAMAICA,1,0,1,1400,784,1925,320000
2,BEDFORD PARK/NORWOOD,3,0,3,1650,2400,1930,320000
4,HAMMELS,1,0,1,1800,1264,1930,320000
4,GLEN OAKS,0,0,0,-,-,1948,320000
3,EAST NEW YORK,2,0,2,2000,1390,1899,320000
5,SUNNYSIDE,1,0,1,-,-,1981,320000
5,ARDEN HEIGHTS,2,0,2,2340,2392,1980,319410
4,FLUSHING-SOUTH,1,0,1,-,-,2014,319410
3,SHEEPSHEAD BAY,0,0,0,-,-,1961,319410
3,OCEAN PARKWAY-NORTH,0,0,0,-,-,1964,319000
4,ROSEDALE,2,0,2,3000,1624,1928,317000
5,ELTINGVILLE,1,0,1,-,-,1985,315000
4,LAURELTON,1,0,1,5248,1468,1945,315000
2,BAYCHESTER,1,0,1,2550,1920,1930,315000
4,OZONE PARK,2,0,2,1700,2176,1920,315000
4,BEECHHURST,0,0,0,-,-,1956,315000
2,WILLIAMSBRIDGE,1,0,1,2057,1690,1955,315000
4,JACKSON HEIGHTS,0,0,0,-,-,1928,315000
3,SHEEPSHEAD BAY,1,0,1,-,-,1979,314340
4,ST. ALBANS,2,0,2,2600,1596,1930,313750
3,NAVY YARD,1,0,1,-,-,2014,312933
3,FLATBUSH-EAST,1,0,1,3333,1190,1925,312000
5,MIDLAND BEACH,1,0,1,2000,565,1945,310535
1,HARLEM-CENTRAL,0,0,0,-,-,1957,310500
4,ARVERNE,2,0,2,3179,2000,2004,310400
5,TOMPKINSVILLE,2,0,2,2850,1320,1899,310000
4,SOUTH OZONE PARK,1,0,1,2520,1056,1925,310000
3,CROWN HEIGHTS,1,0,1,-,-,1900,310000
4,SPRINGFIELD GARDENS,1,0,1,4000,1770,1920,310000
4,BAYSIDE,0,0,0,-,-,1963,310000
3,MIDWOOD,0,0,0,-,-,1936,310000
4,BAYSIDE,0,0,0,-,-,1961,309900
1,UPPER WEST SIDE (59-79),0,0,1,-,-,-,309270
3,WILLIAMSBURG-CENTRAL,1,0,1,-,-,2006,309270
4,DOUGLASTON,0,0,0,-,-,1953,308000
3,BUSHWICK,2,0,2,1857,2400,1901,307821
5,GRANT CITY,1,0,1,-,-,1988,307000
5,TOMPKINSVILLE,1,0,1,2215,1160,1988,306200
4,FAR ROCKAWAY,1,0,1,-,-,1967,305188
4,HOWARD BEACH,1,0,1,-,-,-,305000
2,BAYCHESTER,1,0,1,1900,1738,1940,305000
3,BAY RIDGE,0,0,0,-,-,1927,305000
3,FLATBUSH-EAST,1,0,1,2400,1300,1925,305000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1964,305000
3,BAY RIDGE,0,0,0,-,-,1951,305000
3,CROWN HEIGHTS,0,0,0,-,-,1926,305000
4,HOWARD BEACH,1,0,1,-,-,1966,305000
3,BROWNSVILLE,2,0,2,2000,1560,1930,304200
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1935,303000
2,BELMONT,1,0,1,2000,1418,1930,303000
4,REGO PARK,0,0,0,-,-,1949,302500
3,FLATBUSH-EAST,2,0,2,1800,1782,1920,302000
4,FAR ROCKAWAY,2,0,2,2145,2606,2004,301000
5,CASTLETON CORNERS,1,0,1,3000,1012,1925,300000
4,HOLLIS,2,0,2,1600,1600,1925,300000
2,BELMONT,2,0,2,1238,1548,1925,300000
2,WILLIAMSBRIDGE,1,0,1,2619,1828,1920,300000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1910,300000
3,FLATBUSH-EAST,0,0,0,-,-,1964,300000
3,WILLIAMSBURG-SOUTH,0,1,1,-,-,1995,300000
4,HOLLIS,1,0,1,2400,1152,1925,300000
5,TOTTENVILLE,1,0,1,3960,1312,1901,300000
4,FOREST HILLS,1,0,1,-,-,-,300000
5,NEW BRIGHTON,1,0,1,1152,1150,2001,300000
2,BAYCHESTER,1,0,1,1800,1782,1950,300000
3,BAY RIDGE,0,0,0,-,-,1981,300000
4,RICHMOND HILL,1,0,1,1600,1168,1930,300000
3,CANARSIE,1,1,2,2600,1156,1960,300000
2,THROGS NECK,2,0,2,2708,1680,1955,300000
3,GRAVESEND,0,0,0,-,-,1963,300000
2,MORRISANIA/LONGWOOD,0,0,0,3050,-,-,300000
5,ROSSVILLE,1,0,1,1392,1056,1987,300000
2,BEDFORD PARK/NORWOOD,0,0,0,-,-,1926,300000
5,CONCORD,1,0,1,1050,1180,2004,300000
3,FLATBUSH-NORTH,2,0,2,2475,2200,1940,300000
5,ROSSVILLE,1,0,1,-,-,1985,299900
3,MADISON,0,0,0,-,-,1953,299130
5,WEST NEW BRIGHTON,1,0,1,1235,1120,1993,299000
4,FOREST HILLS,0,0,0,-,-,1964,299000
4,FOREST HILLS,0,0,0,-,-,1951,299000
4,WOODSIDE,0,0,0,-,-,1931,297500
5,BULLS HEAD,1,0,1,-,-,1986,296000
4,WOODHAVEN,1,0,1,-,-,1890,295000
2,SOUNDVIEW,1,0,1,-,-,1989,295000
5,TOTTENVILLE,1,0,1,-,-,1988,295000
2,MOUNT HOPE/MOUNT EDEN,0,0,0,-,-,1936,295000
1,MIDTOWN CBD,0,0,1,-,-,1903,295000
4,SPRINGFIELD GARDENS,1,0,1,3675,928,1930,295000
4,QUEENS VILLAGE,1,0,1,4000,1464,1930,290000
5,GREAT KILLS,1,0,1,960,576,1986,290000
2,CITY ISLAND,1,0,1,9650,600,1935,290000
5,NEW SPRINGVILLE,1,0,1,-,-,1978,290000
1,UPPER WEST SIDE (59-79),0,0,0,-,-,1926,290000
3,CLINTON HILL,0,0,0,-,-,1958,290000
3,BROOKLYN HEIGHTS,0,0,0,-,-,1950,290000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,1640,1152,1920,290000
5,NEW BRIGHTON,2,0,2,2500,1596,1925,290000
3,SHEEPSHEAD BAY,0,0,0,-,-,1955,289000
3,CANARSIE,1,0,1,-,-,-,288990
5,BULLS HEAD,1,0,1,-,-,1989,287000
4,GLEN OAKS,0,0,0,-,-,1948,286500
4,SOUTH JAMAICA,1,0,1,2500,1216,1925,285000
4,FLUSHING-NORTH,0,0,0,-,-,1960,285000
5,BULLS HEAD,1,0,1,1638,1159,1988,285000
3,GRAVESEND,0,0,0,-,-,1963,285000
3,CROWN HEIGHTS,0,0,0,-,-,1937,285000
4,HOWARD BEACH,1,0,1,-,-,1965,285000
4,FOREST HILLS,0,0,0,-,-,1940,285000
3,BROOKLYN HEIGHTS,0,0,0,-,-,1950,285000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1910,284792
3,BUSH TERMINAL,1,0,1,-,-,2012,283920
4,GLEN OAKS,0,0,0,-,-,1948,282300
4,GLEN OAKS,0,0,0,-,-,1948,282300
4,BROAD CHANNEL,1,0,1,2500,804,1925,282000
5,NEW SPRINGVILLE,1,0,1,-,-,1983,282000
1,MIDTOWN EAST,0,0,0,-,-,1930,281000
2,BAYCHESTER,3,0,3,2985,3654,1989,280500
4,LITTLE NECK,1,0,1,2000,1080,1925,280000
4,WHITESTONE,0,1,1,1296,800,1930,280000
3,GRAVESEND,0,0,0,-,-,1963,280000
4,BAYSIDE,0,0,0,-,-,1957,280000
4,SPRINGFIELD GARDENS,1,0,1,6000,1092,1950,280000
4,JACKSON HEIGHTS,0,0,0,-,-,1952,277500
4,BEECHHURST,0,0,0,-,-,1956,276925
4,BAYSIDE,0,0,0,-,-,1954,275000
4,FOREST HILLS,0,0,0,-,-,1940,275000
3,EAST NEW YORK,0,0,0,2250,-,-,275000
4,FLUSHING-NORTH,0,0,0,-,-,1952,275000
5,CLOVE LAKES,0,0,0,-,-,1967,275000
4,FLUSHING-SOUTH,0,0,0,-,-,1952,275000
4,FLUSHING-SOUTH,0,0,0,-,-,1952,275000
5,NEW SPRINGVILLE,1,0,1,-,-,1979,275000
5,NEW SPRINGVILLE,1,0,1,-,-,1979,275000
5,NEW SPRINGVILLE,1,0,1,-,-,1987,275000
3,FLATBUSH-EAST,1,0,1,2000,1280,1930,275000
2,FORDHAM,1,0,1,1375,1526,1901,274794
3,BOROUGH PARK,0,0,0,-,-,1931,273919
4,ST. ALBANS,1,0,1,2100,1160,1930,273900
4,SOUTH OZONE PARK,1,0,1,2000,1036,1925,273000
4,ARVERNE,2,0,2,3952,2464,2004,273000
4,FOREST HILLS,0,0,0,-,-,1947,272500
4,OZONE PARK,2,0,2,4000,2980,1910,272500
4,WOODHAVEN,1,0,1,2500,1691,1901,270000
4,FLUSHING-SOUTH,0,0,0,-,-,1950,270000
3,GRAVESEND,0,0,0,-,-,1963,270000
1,WASHINGTON HEIGHTS LOWER,0,0,0,-,-,1912,268000
2,PELHAM PARKWAY NORTH,2,0,2,3650,2608,1960,267500
4,FOREST HILLS,0,0,0,-,-,1942,267000
5,BULLS HEAD,1,0,1,-,-,1986,267000
4,ELMHURST,0,0,0,-,-,1962,266393
4,FLUSHING-NORTH,0,0,0,-,-,1928,265000
1,HARLEM-UPPER,0,0,0,-,-,1920,265000
3,BAY RIDGE,0,0,0,-,-,1936,265000
5,BULLS HEAD,1,0,1,-,-,1986,265000
2,MELROSE/CONCOURSE,0,0,0,-,-,1928,265000
4,OZONE PARK,1,0,1,2200,1304,1920,265000
4,FOREST HILLS,0,0,0,-,-,1964,265000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,2000,966,1925,264153
3,GRAVESEND,0,0,0,-,-,1963,262000
4,OAKLAND GARDENS,0,0,0,-,-,1949,261000
4,BAYSIDE,0,0,0,-,-,1950,260435
2,MELROSE/CONCOURSE,2,0,2,1342,2048,1899,260000
3,BAY RIDGE,0,0,0,-,-,1983,260000
1,MIDTOWN EAST,0,0,0,-,-,1930,260000
4,QUEENS VILLAGE,1,0,1,3400,672,1960,260000
2,PARKCHESTER,1,0,1,-,-,-,260000
4,OZONE PARK,1,0,1,-,-,-,260000
4,FLUSHING-NORTH,0,0,0,-,-,1954,260000
4,SPRINGFIELD GARDENS,1,0,1,2156,1040,1920,260000
2,WILLIAMSBRIDGE,2,0,2,1988,1488,1935,260000
4,FLUSHING-NORTH,0,0,0,-,-,1957,260000
4,HOWARD BEACH,0,0,0,-,-,1964,259000
4,FLUSHING-NORTH,0,0,0,-,-,1953,257000
4,BELLE HARBOR,0,0,0,-,-,1949,257000
5,NEW BRIGHTON,2,1,3,2922,2230,1905,255000
4,WOODSIDE,0,0,0,-,-,1935,255000
5,GREAT KILLS,1,0,1,-,-,1989,255000
3,EAST NEW YORK,2,0,2,2392,2886,2002,253000
4,OAKLAND GARDENS,0,0,0,-,-,1952,253000
4,FLUSHING-SOUTH,0,0,0,-,-,1937,253000
4,ST. ALBANS,1,0,1,6773,2676,1920,250000
4,SO. JAMAICA-BAISLEY PARK,2,0,2,2358,1552,1925,250000
5,GREAT KILLS,1,0,1,-,-,1985,250000
4,FLUSHING-NORTH,0,0,0,-,-,1950,250000
5,TOMPKINSVILLE,2,0,2,5781,844,1942,250000
3,FLATBUSH-EAST,3,0,3,2000,2052,1899,250000
3,BAY RIDGE,0,0,0,-,-,1928,250000
2,COUNTRY CLUB,0,0,0,-,-,1963,250000
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1920,250000
4,BEECHHURST,1,0,1,2500,1404,1915,250000
3,CANARSIE,1,0,1,2342,812,1925,250000
3,BAY RIDGE,0,0,0,-,-,1950,250000
4,SPRINGFIELD GARDENS,1,0,1,-,-,1988,249990
4,SUNNYSIDE,0,0,0,-,-,1931,249000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,3000,2024,1925,245000
2,BAYCHESTER,1,0,1,2300,1260,1950,245000
5,GREAT KILLS-BAY TERRACE,1,0,1,-,-,1991,245000
3,GRAVESEND,1,0,1,-,-,-,245000
4,FOREST HILLS,0,0,0,-,-,1949,245000
4,KEW GARDENS,0,0,0,-,-,1928,245000
2,BEDFORD PARK/NORWOOD,0,0,0,-,-,1963,245000
3,FLATLANDS,2,0,2,2000,2140,1960,245000
4,OZONE PARK,1,0,1,-,-,-,245000
5,CLOVE LAKES,0,0,0,-,-,1967,245000
4,FLUSHING-NORTH,0,0,0,-,-,1962,243937
5,NEW BRIGHTON,2,0,2,2300,1850,1915,243360
4,KEW GARDENS,0,0,0,-,-,1941,243000
4,ROSEDALE,2,0,2,4000,2444,1960,243000
4,BAYSIDE,0,0,0,-,-,1961,242000
2,WAKEFIELD,1,0,1,2500,960,1930,241984
4,REGO PARK,0,0,0,-,-,1960,241617
5,PORT RICHMOND,1,0,1,2700,1404,1915,241079
4,BAYSIDE,0,0,0,-,-,1963,241000
4,REGO PARK,0,0,0,-,-,1956,240000
5,NEW SPRINGVILLE,1,0,1,-,-,1983,240000
